customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
9342-VNXLB,Male,0,Yes,No,43,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,32.16,1362.99,No
6751-ENJAY,Male,0,Yes,Yes,27,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,103.42,2803.21,No
6275-GORQV,Female,0,Yes,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,23.3, ,No
5825-SLAIW,Female,0,No,No,51,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),96.96,4964.46,No
8475-NQHNS,Female,0,No,No,0,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),99.15, ,Yes
5741-EVOEF,Male,0,No,No,0,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,35.08, ,Yes
6236-WOSBX,Female,0,No,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,21.23,142.99,No
4856-GOEQL,Female,1,No,No,64,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),24.88,1585.9,No
5863-GGCAO,Male,0,No,No,46,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),64.08,2898.81,No
4827-JBOAW,Male,0,No,No,37,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,76.75,2824.93,No
6649-COSRU,Male,0,No,No,28,Yes,No,DSL,Yes,No,No,No,Yes,No,Two year,No,Electronic check,43.15,1165.81,No
7783-CPPNC,Female,0,Yes,No,63,No,No phone service,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),68.54,4237.47,No
2396-VSNHJ,Male,0,Yes,No,16,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),68.98,1181.91,Yes
4231-QZMOI,Male,1,No,No,52,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Mailed check,58.9,3002.9,No
5645-DZMNJ,Female,0,No,Yes,3,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Two year,No,Electronic check,45.37,219.16,No
9398-BSMDE,Female,0,Yes,No,53,Yes,No,DSL,No,No,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),75.1,4020.09,No
5881-CKXRX,Female,0,No,No,6,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),106.9,715.01,Yes
8273-QRKHT,Female,1,Yes,No,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),26.94,225.75,No
8145-MLSQE,Male,0,No,No,31,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Two year,No,Electronic check,80.53,2454.53,No
4704-YBHND,Female,0,No,No,38,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),18.98,683.52,No
7593-RQPDC,Male,1,Yes,Yes,50,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),23.76,1202.38,No
3794-NLGXR,Male,1,No,No,28,Yes,No,DSL,No,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),53.99,1491.59,No
2798-TZBNF,Female,0,No,No,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,18.0,382.6,No
4065-WEUII,Male,0,No,No,27,Yes,Yes,DSL,No,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),55.7,1563.45,Yes
2626-RONUJ,Male,0,No,No,3,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),65.24,206.64,Yes
9007-ZEDWZ,Female,0,No,No,46,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.95,3784.59,No
1158-NWTEG,Male,0,No,No,5,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),74.61,337.62,No
7290-SBRLI,Male,0,No,Yes,20,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,87.65,1711.04,No
7766-ZODXW,Female,0,Yes,No,63,Yes,Yes,DSL,No,No,Yes,Yes,No,No,One year,Yes,Electronic check,64.04,3974.12,No
6192-ZXFQM,Female,0,Yes,No,45,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Two year,No,Credit card (automatic),98.67,4440.58,No
8160-JHMEO,Female,0,Yes,No,8,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,21.75,226.6,No
5860-KNAHT,Male,0,Yes,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),30.52,932.35,No
4223-GIISV,Female,0,No,No,68,Yes,No,DSL,No,Yes,Yes,No,No,No,One year,Yes,Credit card (automatic),61.81,4288.09,No
6220-BMYES,Female,0,No,Yes,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,25.44, ,Yes
9305-KGULK,Male,0,No,No,42,No,No phone service,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),77.48,3239.66,No
4963-XBPAM,Male,0,Yes,No,33,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,31.17,1048.23,Yes
8752-IYZRF,Male,0,No,Yes,48,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),51.74,2543.55,No
4427-BWSJR,Female,1,No,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),21.02,261.0,No
5796-URDXK,Male,0,Yes,Yes,32,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,102.11,3219.27,Yes
2242-XLCHF,Female,1,No,No,60,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),93.77,5640.77,No
8351-MXDXC,Female,0,Yes,No,67,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,34.55,2308.09,No
7425-DLXQW,Male,0,No,Yes,41,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,104.64,4318.7,No
3593-NFXUF,Female,0,Yes,No,5,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,95.93,435.59,Yes
8261-BBRKP,Male,0,No,No,42,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,105.39,4433.47,Yes
1875-LBSXV,Male,0,No,Yes,68,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Bank transfer (automatic),85.28,5779.42,No
1373-DTXNG,Female,0,No,No,3,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Two year,No,Electronic check,68.26,187.71,No
7626-OABBP,Male,0,Yes,Yes,32,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Credit card (automatic),96.4,3086.53,No
2007-BIICV,Female,0,Yes,No,9,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Two year,No,Electronic check,97.68,784.89,No
5495-KYTBW,Female,0,No,No,43,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,64.4,2742.99,No
7693-SHZIS,Male,0,Yes,Yes,14,Yes,Yes,DSL,Yes,No,No,No,No,No,Two year,No,Electronic check,72.61,993.62,No
5572-ADBCV,Male,0,Yes,No,70,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,No,Mailed check,64.52,4526.07,No
3855-TXMQG,Male,0,No,No,20,Yes,No,Fiber optic,No,No,No,No,No,No,One year,No,Bank transfer (automatic),73.08,1414.82,No
9085-FAOWD,Female,0,No,Yes,44,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Two year,No,Electronic check,53.24,2346.88,No
1466-LBNMW,Female,0,No,No,55,Yes,Yes,DSL,No,No,No,No,No,Yes,One year,No,Credit card (automatic),66.44,3592.4,Yes
6910-MXSDR,Male,0,Yes,No,0,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Mailed check,95.18, ,Yes
7341-LHQJQ,Female,0,No,Yes,4,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.87,0.0,No
3576-VODPS,Female,0,No,No,53,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),52.28,2798.95,No
6851-VTJXL,Female,0,Yes,No,11,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Mailed check,45.44,411.75,No
6088-RFNXY,Male,0,Yes,No,64,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,78.01,4960.39,No
9438-VHZUO,Male,0,Yes,No,33,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,62.66,2052.01,No
4633-PVENQ,Male,0,No,No,26,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,21.22,577.14,No
7091-UULTV,Male,0,Yes,Yes,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),18.0,399.54,No
9538-NZKQM,Male,0,No,Yes,6,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,91.01,544.65,Yes
5499-KQXDW,Male,0,Yes,No,46,Yes,Yes,DSL,No,No,No,Yes,No,No,One year,Yes,Bank transfer (automatic),62.28,2907.74,Yes
2397-ANDJU,Male,0,Yes,No,59,Yes,No,DSL,Yes,No,Yes,Yes,No,No,One year,No,Bank transfer (automatic),65.95,3840.8,No
5568-EMSBM,Male,0,No,Yes,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,22.51,725.47,No
3339-TVAXT,Male,0,No,Yes,70,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Electronic check,103.62,7213.35,No
5638-MDNYL,Female,0,No,No,55,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),50.43,2619.17,No
5644-YVRYI,Female,0,No,No,66,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,61.62,4140.04,No
4411-CFVOV,Male,0,Yes,No,51,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Mailed check,61.01,3065.4,No
5864-QMSIM,Female,1,Yes,No,62,Yes,No,DSL,No,No,Yes,No,No,Yes,Two year,Yes,Mailed check,74.5,4569.32,No
6530-LEDHY,Male,0,Yes,No,11,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),61.53,663.19,Yes
7279-JFAGT,Female,0,Yes,Yes,10,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),98.91,916.61,Yes
4352-XVXKH,Female,0,No,No,4,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,72.19,212.4,Yes
3403-GVWJC,Male,0,No,Yes,7,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),83.48,513.89,Yes
8021-DGVLF,Female,0,Yes,No,57,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,29.2,1638.68,No
6404-AEOMP,Female,1,Yes,Yes,46,No,No phone service,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),52.3,2330.36,No
6283-QHQRI,Female,0,No,No,36,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,86.85,3170.72,No
1658-RQRYQ,Male,0,No,No,53,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,83.22,4358.21,Yes
1499-YQEJU,Male,0,Yes,No,15,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,74.53,1119.74,Yes
6515-DEXLA,Female,1,Yes,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,26.71,414.64,No
8392-LTUIM,Male,0,Yes,No,4,No,No phone service,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,47.28,223.67,Yes
2503-USFUG,Female,0,Yes,Yes,36,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,18.0,642.37,No
4557-SMWLF,Female,0,Yes,No,6,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,No,Credit card (automatic),61.59,368.79,No
7611-SYRZU,Male,0,No,No,0,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),71.69, ,No
4153-RRRVZ,Male,0,Yes,No,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,30.86, ,No
7879-TAMVJ,Male,0,No,No,40,Yes,No,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,64.33,2566.58,No
6513-DBQSC,Male,0,Yes,No,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),27.72,15.13,Yes
6444-GFCEV,Female,0,Yes,Yes,3,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,95.84,408.07,Yes
3777-AOGKU,Female,0,Yes,No,37,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),104.4,3895.35,No
1360-SVOYC,Male,0,No,No,1,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,No,Bank transfer (automatic),50.48,98.83,Yes
7989-XVHNU,Female,0,No,Yes,43,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Electronic check,106.45,4530.91,No
3056-OVQWE,Female,0,Yes,No,63,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,28.37,1820.78,No
1198-AAGWK,Female,0,No,No,61,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,No,Mailed check,43.79,2664.83,No
7027-UGHLS,Male,0,No,Yes,56,No,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Electronic check,105.24,5799.66,No
7004-BWIER,Female,0,Yes,No,1,Yes,No,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,52.76,31.64,Yes
6464-CUVFQ,Female,0,No,No,25,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,54.31,1323.25,No
3844-CDDAF,Male,0,No,Yes,39,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,82.74,3213.33,No
4219-DFJYI,Female,0,Yes,No,53,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,39.81,2096.95,No
9532-NUFQP,Female,0,No,No,29,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,27.51,771.0,No
9623-SXRXU,Male,0,No,Yes,20,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,103.4,1984.27,Yes
1856-JPZKI,Female,0,No,No,71,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,90.0,6410.7,No
1974-SXCHU,Female,0,Yes,No,59,No,No phone service,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Electronic check,116.37,6867.47,No
5301-JWAXE,Female,0,No,No,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,31.52,1426.13,No
3995-TGEJA,Male,0,Yes,No,0,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),67.52, ,No
9589-ZHMNX,Female,0,No,Yes,37,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),68.98,2599.74,No
2003-VZJXM,Female,1,No,No,69,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),63.51,4426.32,No
4620-DJKSZ,Female,0,Yes,No,3,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,37.34,54.07,No
7713-QXJZP,Male,0,No,No,57,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,23.36,1345.45,No
3940-QYQPV,Male,0,No,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,26.41,689.76,No
2648-GFEPM,Female,0,No,Yes,54,Yes,No,DSL,Yes,Yes,No,No,Yes,No,One year,Yes,Electronic check,69.37,3739.82,No
9912-XHKKR,Male,0,No,Yes,6,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,One year,Yes,Electronic check,44.38,310.52,No
7880-KNHPD,Male,0,No,Yes,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),18.67,279.02,No
8622-ZCYNK,Male,0,Yes,Yes,45,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,No,Electronic check,96.18,4345.97,No
8089-HAGRS,Female,0,No,Yes,29,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,84.54,2427.43,No
3530-RIGSK,Male,0,No,No,33,No,No phone service,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,92.37,3043.23,No
8902-XOFEN,Female,0,No,Yes,67,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Two year,Yes,Electronic check,51.36,3492.07,No
7688-ADYXG,Female,0,No,Yes,7,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),99.78,693.54,No
2700-JXWID,Female,0,No,Yes,54,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,95.96,5178.45,No
5508-HJJJI,Female,0,Yes,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.0,132.54,No
6886-OLDXV,Male,0,Yes,Yes,8,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Mailed check,78.46,634.05,No
6107-IBVVC,Female,0,No,No,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,37.18,2691.37,No
7697-GQQKX,Male,0,Yes,Yes,45,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,45.83,2069.81,No
3998-PTVBB,Female,0,Yes,Yes,5,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,One year,Yes,Electronic check,90.84,498.68,No
5380-HIILU,Male,1,Yes,No,55,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),24.79,1319.91,No
1899-WERSH,Female,0,No,No,52,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Two year,No,Credit card (automatic),102.12,5406.04,No
4609-GKNWU,Female,0,Yes,No,33,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,82.68,2714.68,Yes
5431-AABTL,Male,0,Yes,No,1,No,No phone service,DSL,No,No,Yes,No,No,Yes,Two year,Yes,Mailed check,55.98,76.45,No
5231-HGZCK,Female,1,Yes,No,65,Yes,No,DSL,No,Yes,No,No,Yes,Yes,One year,No,Mailed check,65.37,4286.03,No
5177-XFKQW,Male,0,Yes,Yes,7,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,98.13,662.93,No
7707-ZCXHR,Male,1,Yes,No,13,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,84.43,1229.35,Yes
3222-IQPTF,Male,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.63,0.94,No
6402-OUXQE,Male,1,No,No,1,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,No,Credit card (automatic),111.54,115.16,No
9673-ZFQMK,Female,0,Yes,No,6,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Two year,No,Credit card (automatic),82.4,428.5,No
9456-YGZYT,Female,0,Yes,Yes,0,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Mailed check,77.62, ,No
8737-ROTSB,Male,0,No,No,65,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,65.59,4254.55,No
2497-BPXSN,Female,0,Yes,No,8,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,81.03,619.21,No
2818-ACKUJ,Female,1,Yes,No,0,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Two year,Yes,Credit card (automatic),101.8, ,No
7753-YFVZW,Female,0,Yes,No,52,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),90.71,4775.6,No
3987-WMQWP,Male,0,Yes,No,4,Yes,Yes,DSL,Yes,Yes,No,No,No,No,One year,No,Electronic check,51.39,149.05,No
7635-KZXAH,Female,0,No,No,62,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,27.35,1669.76,No
7898-HLGKM,Male,0,No,Yes,24,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),55.55,1286.15,No
4078-SBLEQ,Female,0,Yes,Yes,60,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Two year,Yes,Electronic check,40.84,2379.59,No
3587-WBBKS,Female,0,No,No,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,31.8,1636.35,No
8228-GIHVH,Female,1,No,No,3,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,98.07,330.26,Yes
8082-HPXOX,Male,1,No,No,63,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),23.64,1397.5,No
2461-WFMZK,Male,0,No,No,55,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,96.65,5337.26,No
4216-ZSVLH,Female,0,No,No,61,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),96.57,5803.88,No
7326-IBJBP,Male,1,No,No,3,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,83.77,198.58,No
3087-MBLOP,Male,1,No,No,7,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,No,Electronic check,97.06,685.56,Yes
4244-UQTNE,Female,0,Yes,No,38,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),36.34,1417.6,No
4174-ZLAJN,Female,0,No,No,65,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,103.75,6784.75,No
8507-KLGNZ,Male,0,No,No,44,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),56.03,2488.97,No
4900-HJXID,Male,0,No,No,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,38.42,181.73,Yes
6273-MUIHF,Female,0,Yes,No,20,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),89.32,1812.23,Yes
9444-DTBZI,Male,0,Yes,No,13,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),74.77,1019.08,No
8970-HWYHR,Male,0,Yes,No,55,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Two year,Yes,Electronic check,65.29,3577.4,No
5491-XOHHX,Male,0,No,No,52,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Mailed check,89.06,4593.59,No
9099-ALOUW,Male,0,No,No,0,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,92.92, ,Yes
5376-RJMUB,Female,0,No,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,27.81,2058.99,No
4231-BOPVY,Male,1,Yes,No,38,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,No,Bank transfer (automatic),72.47,2733.71,No
9737-ROUYH,Male,0,Yes,No,70,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Mailed check,68.72,4812.13,No
3652-ZJQAG,Female,0,Yes,Yes,60,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,One year,No,Electronic check,42.71,2603.84,No
2240-XYHJP,Male,1,Yes,No,65,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,83.92,5505.73,Yes
4956-VBBJL,Male,0,No,No,62,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Mailed check,117.32,7332.1,No
6023-ATQTC,Female,0,No,No,26,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),65.73,1696.42,No
1800-XYOEA,Female,0,No,No,4,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,111.55,504.62,Yes
2429-QGNLF,Male,0,No,No,29,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,60.29,1809.27,No
5886-ZNEYW,Male,1,Yes,No,2,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,100.25,167.82,Yes
8040-MTEEI,Male,1,No,No,0,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,90.32, ,Yes
7374-COLYY,Male,0,No,No,8,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,95.88,867.98,Yes
4518-GWDEP,Female,0,No,No,67,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,One year,Yes,Electronic check,55.64,3792.21,No
1554-VFNBG,Female,0,No,No,68,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Two year,No,Mailed check,49.74,3348.04,No
